0.100000 	 117.339825
0.200000 	 129.864148
0.300000 	 133.501362
0.400000 	 130.480624
0.500000 	 123.833266
0.600000 	 116.613278
0.700000 	 111.170492
0.800000 	 105.003709
0.900000 	 99.332703
1.000000 	 93.922489
1.100000 	 88.838516
1.200000 	 84.546252
1.300000 	 79.966162
1.400000 	 75.928217
1.500000 	 72.209433
1.600000 	 68.788474
1.700000 	 65.642700
1.800000 	 62.749661
1.900000 	 60.085072
2.000000 	 57.630264
2.100000 	 55.362473
2.200000 	 53.254075
2.300000 	 51.307061
2.400000 	 49.485700
2.500000 	 47.794012
2.600000 	 46.202428
2.700000 	 44.713271
2.800000 	 43.302117
2.900000 	 41.764577
3.000000 	 40.710849
3.100000 	 38.633240
3.200000 	 37.722685
3.300000 	 36.668345
3.400000 	 35.653231
3.500000 	 34.673023
3.600000 	 33.421516
3.700000 	 32.487917
3.800000 	 31.593134
3.900000 	 30.705342
4.000000 	 29.843366
4.100000 	 29.020228
4.200000 	 28.216011
4.300000 	 27.429293
4.400000 	 26.658964
4.500000 	 25.904041
4.600000 	 25.163946
4.700000 	 24.435695
4.800000 	 23.687831
4.900000 	 23.018519
5.000000 	 22.274857
5.100000 	 21.551022
5.200000 	 20.837652
5.300000 	 20.191865
5.400000 	 19.560561
5.500000 	 18.941284
5.600000 	 18.336106
5.700000 	 17.590605
5.800000 	 17.014579
5.900000 	 16.448805
6.000000 	 15.895847
6.100000 	 15.139102
6.200000 	 14.141027
6.300000 	 13.305517
6.400000 	 12.838077
6.500000 	 12.379512
6.600000 	 11.933500
6.700000 	 11.501653
6.800000 	 11.268698
6.900000 	 9.832523
7.000000 	 9.465712
7.100000 	 9.110611
7.200000 	 8.762006
7.300000 	 8.429810
7.400000 	 8.105589
7.500000 	 7.794835
7.600000 	 7.492966
7.700000 	 7.132257
7.800000 	 6.788809
7.900000 	 6.522973
8.000000 	 6.267715
8.100000 	 6.031735
8.200000 	 5.805993
8.300000 	 5.556521
8.400000 	 5.318310
8.500000 	 5.119573
8.600000 	 4.930450
8.700000 	 4.746903
8.800000 	 4.571543
8.900000 	 4.414652
9.000000 	 4.252835
9.100000 	 4.101719
9.200000 	 3.957459
9.300000 	 3.820098
9.400000 	 3.689260
9.500000 	 3.564761
9.600000 	 3.446355
9.700000 	 3.333695
9.800000 	 3.226729
9.900000 	 3.125155
10.000000 	 3.026820
10.100000 	 2.933790
10.200000 	 2.847426
10.300000 	 2.765630
10.400000 	 2.688087
10.500000 	 2.614606
10.600000 	 2.542148
10.700000 	 2.474325
10.800000 	 2.413271
10.900000 	 2.355616
11.000000 	 2.301460
11.100000 	 2.250557
11.200000 	 2.202710
11.300000 	 2.157772
11.400000 	 2.115654
11.500000 	 2.085651
11.600000 	 2.052939
11.700000 	 2.013429
11.800000 	 1.983472
11.900000 	 2.036983
12.000000 	 2.063714
12.100000 	 2.049373
12.200000 	 2.036159
12.300000 	 2.024353
12.400000 	 2.013870
12.500000 	 2.004557
12.600000 	 1.996393
12.700000 	 1.990025
12.800000 	 1.983982
12.900000 	 1.979632
13.000000 	 1.975441
13.100000 	 1.972073
13.200000 	 1.969470
13.300000 	 1.967578
13.400000 	 1.967009
13.500000 	 1.966403
13.600000 	 1.967045
13.700000 	 1.967538
13.800000 	 1.968511
13.900000 	 1.969926
14.000000 	 1.971746
14.100000 	 1.973939
14.200000 	 1.976467
14.300000 	 1.979301
14.400000 	 1.982414
14.500000 	 1.985779
14.600000 	 2.024550
14.700000 	 2.028782
14.800000 	 2.033182
14.900000 	 2.074053
15.000000 	 2.079120
15.100000 	 2.084286
15.200000 	 2.089536
15.300000 	 2.094854
15.400000 	 2.100225
15.500000 	 2.105637
15.600000 	 2.111077
15.700000 	 2.116534
15.800000 	 2.121998
15.900000 	 2.127515
16.000000 	 2.132964
16.100000 	 2.138393
16.200000 	 2.143794
16.300000 	 2.149161
16.400000 	 2.154486
16.500000 	 2.155062
16.600000 	 2.160263
16.700000 	 2.165409
16.800000 	 2.170495
16.900000 	 2.175517
17.000000 	 2.180472
17.100000 	 2.185358
17.200000 	 2.195023
17.300000 	 2.199783
17.400000 	 2.204465
17.500000 	 2.209068
17.600000 	 2.213591
17.700000 	 2.218031
17.800000 	 2.222390
17.900000 	 2.226664
18.000000 	 2.230855
18.100000 	 2.234962
18.200000 	 2.238984
18.300000 	 2.242922
18.400000 	 2.246778
18.500000 	 2.250548
18.600000 	 2.254234
18.700000 	 2.257837
18.800000 	 2.261357
18.900000 	 2.264795
19.000000 	 2.268159
19.100000 	 2.271437
19.200000 	 2.274635
19.300000 	 2.277754
19.400000 	 2.310575
19.500000 	 2.313605
19.600000 	 2.316558
19.700000 	 2.319436
19.800000 	 2.322239
19.900000 	 2.324969
20.000000 	 2.327627
